-----------------------------------------------------------------------------------------------------------------------------------------
 Module info :
-----------------------------------------------------------------------------------------------------------------------------------------
 Base       | Top        | Size       | Rebase | SafeSEH | ASLR  | NXCompat | OS Dll | Version, Modulename & Path
-----------------------------------------------------------------------------------------------------------------------------------------
 0x10470000 | 0x104a1000 | 0x00031000 | False  | True    | False |  False   | False  | -1.0- [test.exe] (C:\Users\Jay\Desktop\test.exe)
 0x74f50000 | 0x75134000 | 0x001e4000 | True   | True    | True  |  False   | True   | 10.0.17134.376 [KERNELBASE.dll] (C:\WINDOWS\System32\KERNELBASE.dll)
 0x77a30000 | 0x77a74000 | 0x00044000 | True   | True    | True  |  False   | True   | 10.0.17134.1 [sechost.dll] (C:\WINDOWS\System32\sechost.dll)
 0x72ee0000 | 0x72f36000 | 0x00056000 | True   | True    | True  |  False   | True   | 10.0.17134.1 [mswsock.dll] (C:\WINDOWS\system32\mswsock.dll)
 0x75bc0000 | 0x75ca0000 | 0x000e0000 | True   | True    | True  |  False   | True   | 10.0.17134.376 [KERNEL32.DLL] (C:\WINDOWS\System32\KERNEL32.DLL)
 0x773a0000 | 0x7745f000 | 0x000bf000 | True   | True    | True  |  False   | True   | 7.0.17134.1 [msvcrt.dll] (C:\WINDOWS\System32\msvcrt.dll)
 0x744d0000 | 0x744da000 | 0x0000a000 | True   | True    | True  |  False   | True   | 10.0.17134.1 [CRYPTBASE.dll] (C:\WINDOWS\System32\CRYPTBASE.dll)
 0x744e0000 | 0x74500000 | 0x00020000 | True   | True    | True  |  False   | True   | 10.0.17134.376 [SspiCli.dll] (C:\WINDOWS\System32\SspiCli.dll)
 0x77c20000 | 0x77db0000 | 0x00190000 | True   | True    | True  |  False   | True   | 10.0.17134.228 [ntdll.dll] (C:\WINDOWS\SYSTEM32\ntdll.dll)
 0x74550000 | 0x745c8000 | 0x00078000 | True   | True    | True  |  False   | True   | 10.0.17134.1 [ADVAPI32.dll] (C:\WINDOWS\System32\ADVAPI32.dll)
 0x75de0000 | 0x75ea0000 | 0x000c0000 | True   | True    | True  |  False   | True   | 10.0.17134.1 [RPCRT4.dll] (C:\WINDOWS\System32\RPCRT4.dll)
 0x75d10000 | 0x75d77000 | 0x00067000 | True   | True    | True  |  False   | True   | 10.0.17134.1 [WS2_32.dll] (C:\WINDOWS\System32\WS2_32.dll)
 0x77650000 | 0x776a8000 | 0x00058000 | True   | True    | True  |  False   | True   | 10.0.17134.345 [bcryptPrimitives.dll] (C:\WINDOWS\System32\bcryptPrimitives.dll)
-----------------------------------------------------------------------------------------------------------------------------------------
Interesting gadgets
-------------------
0x1047601a :  # POP EDI # POP ESI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x104842dc :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048207b :  # POP EBX # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x104842f6 :  # ADD ESP,0C # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104842f9 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048ab2a :  # OR EAX,2000000 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473e2b :  # MOV DWORD PTR DS:[ESI],EAX # XOR EAX,EAX # POP ESI # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047430b :  # XOR EAX,EAX # POP ESI # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047430d :  # POP ESI # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047430e :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10474310 :  # MOV EAX,DWORD PTR DS:[1049C888] # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x104745da :  # XOR EAX,EAX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10484321 :  # ADD ESP,0C # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10489a9c :  # POP ESI # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10484324 :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047a333 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479089 :  # INC EAX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10484338 :  # ADD ESP,10 # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047233a :  # LEA EBX,DWORD PTR DS:[EBX] # POP EAX # POP ESI # POP EDI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1048433b :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10472340 :  # POP EAX # POP ESI # POP EDI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10472341 :  # POP ESI # POP EDI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10472342 :  # POP EDI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047e348 :  # POP ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047e08c :  # ADC EAX,test.1049E740 # POP EBP # RETN 0x04    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047e091 :  # POP EBP # RETN 0x04    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a38d :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104795ed :  # MOV ECX,EAX # MOV EAX,ESI # POP ESI # RETN 0x10    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047839b :  # POP EDI # POP ESI # POP EBX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047839c :  # POP ESI # POP EBX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047839d :  # POP EBX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047839e :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a3a3 :  # ADD ESP,10 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a3a6 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104783a9 :  # MOV EDX,DWORD PTR DS:[EAX] # MOV EAX,DWORD PTR DS:[EDX-8] # MOV EDX,DWORD PTR DS:[EDX-4] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104783ab :  # MOV EAX,DWORD PTR DS:[EDX-8] # MOV EDX,DWORD PTR DS:[EDX-4] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104783ac :  # INC EDX # CLC # MOV EDX,DWORD PTR DS:[EDX-4] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104783ad :  # CLC # MOV EDX,DWORD PTR DS:[EDX-4] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104783ae :  # MOV EDX,DWORD PTR DS:[EDX-4] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104783af :  # PUSH EDX # CLD # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104783b0 :  # CLD # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104783b1 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a3bd :  # ADD ESP,10 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a3c0 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a3d6 :  # ADD ESP,10 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a3d9 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104843e1 :  # ADD CL,BYTE PTR DS:[EBX+5DE58BC1] # MOV ESP,EBX # POP EBX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104843e6 :  # POP EBP # MOV ESP,EBX # POP EBX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104843e7 :  # MOV ESP,EBX # POP EBX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104843e9 :  # POP EBX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a3f0 :  # ADD ESP,10 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104783f2 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a3f3 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104783f9 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a3fd :  # ADD EAX,5D58406A # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047e3fe :  # XOR EAX,EAX # POP EDI # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a3ff :  # INC EAX # POP EAX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a400 :  # POP EAX # POP EBP # RETN    ** [test.exe] **   |  null {PAGE_EXECUTE_READ}
0x1047a401 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047e402 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048440e :  # MOV EAX,7FFFFFFF # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047a411 :  # ADD ESP,10 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10484413 :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047a414 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10472415 :  # MOV EAX,DWORD PTR SS:[ESP+8] # POP EDI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10472419 :  # POP EDI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047241b :  # MOV EAX,DWORD PTR SS:[ESP+4] # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047a41e :  # ADD EAX,5D58406A # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a420 :  # INC EAX # POP EAX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a421 :  # POP EAX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a422 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10478423 :  # POP EDI # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10478424 :  # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10478425 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047e426 :  # XOR EAX,EAX # POP ECX # MOV DWORD PTR DS:[ESI],EAX # MOV DWORD PTR DS:[ESI+8],EAX # MOV DWORD PTR DS:[ESI+4],EAX # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047e428 :  # POP ECX # MOV DWORD PTR DS:[ESI],EAX # MOV DWORD PTR DS:[ESI+8],EAX # MOV DWORD PTR DS:[ESI+4],EAX # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047e429 :  # MOV DWORD PTR DS:[ESI],EAX # MOV DWORD PTR DS:[ESI+8],EAX # MOV DWORD PTR DS:[ESI+4],EAX # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047e42a :  # PUSH ES # MOV DWORD PTR DS:[ESI+8],EAX # MOV DWORD PTR DS:[ESI+4],EAX # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047e42b :  # MOV DWORD PTR DS:[ESI+8],EAX # MOV DWORD PTR DS:[ESI+4],EAX # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048a0b2 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047e42e :  # MOV DWORD PTR DS:[ESI+4],EAX # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047e42f :  # INC ESI # ADD AL,5E # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047e430 :  # ADD AL,5E # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047e431 :  # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047e432 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a433 :  # ADD ESP,10 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a436 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10484446 :  # OR ESP,DWORD PTR DS:[ESI+3B] # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10474449 :  # POP ECX # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047a44c :  # ADD ESP,10 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a44f :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047c454 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10474455 :  # POP ECX # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10484466 :  # POP ESI # SUB EAX,ECX # POP EBX # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10484467 :  # SUB EAX,ECX # POP EBX # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10484469 :  # POP EBX # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1048446a :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10484479 :  # ADD ESP,0C # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x104790bf :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048447c :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1048b108 :  # OR EAX,40 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a47f :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048ab6b :  # OR EAX,80000 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047448a :  # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047448b :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a493 :  # ADD ESP,10 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10478494 :  # ADD EAX,8918458B # PUSH ES # POP EBX # POP EDI # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10478495 :  # MOV EAX,DWORD PTR SS:[EBP+18] # MOV DWORD PTR DS:[ESI],EAX # POP EBX # POP EDI # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a496 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10478498 :  # MOV DWORD PTR DS:[ESI],EAX # POP EBX # POP EDI # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104760c4 :  # POP ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047849a :  # POP EBX # POP EDI # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047849b :  # POP EDI # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047849c :  # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047849d :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104744a0 :  # POP ECX # MOV EAX,ESI # POP ESI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104744a1 :  # MOV EAX,ESI # POP ESI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104744a3 :  # POP ESI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a4a5 :  # POP ECX # POP ECX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a4a6 :  # POP ECX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a4a7 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104784b9 :  # OR EAX,FFFFFFFF # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047c4ba :  # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047c4bb :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104784bc :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104784be :  # MOV EAX,DWORD PTR DS:[EAX+10] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047e4c0 :  # POP ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104784c1 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104724f2 :  # MOV DWORD PTR DS:[EDI],EDX # MOV EAX,DWORD PTR SS:[ESP+8] # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a4f3 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104724f4 :  # MOV EAX,DWORD PTR SS:[ESP+8] # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104724f8 :  # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104784fe :  # AND EAX,40 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10478500 :  # INC EAX # POP EBP # RETN    ** [test.exe] **   |  null {PAGE_EXECUTE_READ}
0x10478501 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10472502 :  # INC EDI # ADD AL,BYTE PTR DS:[EAX] # POP EDI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10472503 :  # ADD AL,BYTE PTR DS:[EAX] # POP EDI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10472505 :  # POP EDI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047a506 :  # ADD ESP,10 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10472508 :  # MOV DWORD PTR DS:[EDI],EDX # MOV EAX,DWORD PTR SS:[ESP+8] # POP EDI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047a509 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047250a :  # MOV EAX,DWORD PTR SS:[ESP+8] # POP EDI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047250e :  # POP EDI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047450f :  # POP EDI # MOV EAX,ESI # POP ESI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10474510 :  # MOV EAX,ESI # POP ESI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10474512 :  # POP ESI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10478513 :  # XOR EAX,EAX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10478515 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10472516 :  # POP EDI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047a51d :  # ADD ESP,10 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a520 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a533 :  # ADD ESP,10 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a536 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a54a :  # ADD ESP,10 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a54d :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10484557 :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047a560 :  # ADD ESP,10 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a563 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a577 :  # ADD ESP,10 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a57a :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10472583 :  # LEA EAX,DWORD PTR DS:[ECX-1] # MOV ECX,DWORD PTR SS:[ESP+4] # SUB EAX,ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10472586 :  # MOV ECX,DWORD PTR SS:[ESP+4] # SUB EAX,ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047258a :  # SUB EAX,ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047258d :  # LEA EAX,DWORD PTR DS:[ECX-2] # MOV ECX,DWORD PTR SS:[ESP+4] # SUB EAX,ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a590 :  # ADD ESP,10 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a593 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10472594 :  # SUB EAX,ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10472597 :  # LEA EAX,DWORD PTR DS:[ECX-3] # MOV ECX,DWORD PTR SS:[ESP+4] # SUB EAX,ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473dc6 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047259a :  # MOV ECX,DWORD PTR SS:[ESP+4] # SUB EAX,ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047259e :  # SUB EAX,ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047e5a1 :  # POP ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104725a2 :  # INC ECX # CLD # MOV ECX,DWORD PTR SS:[ESP+4] # SUB EAX,ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104725a3 :  # CLD # MOV ECX,DWORD PTR SS:[ESP+4] # SUB EAX,ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104725a4 :  # MOV ECX,DWORD PTR SS:[ESP+4] # SUB EAX,ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104785a6 :  # INC ECX # POP EDI # POP ESI # POP EBX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104785a7 :  # POP EDI # POP ESI # POP EBX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104725a8 :  # SUB EAX,ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104785a9 :  # POP EBX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104785aa :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a5ad :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104745bc :  # POP ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a5c0 :  # ADD ESP,10 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a5c3 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104745c5 :  # POP ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104725d2 :  # ADD ESP,0C # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104725d5 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a5d7 :  # ADD ESP,10 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a5da :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104725e8 :  # ADD ESP,0C # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104840fc :  # POP EBP # RETN 0x10    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104725eb :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a5ed :  # ADD ESP,10 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a5f0 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104725ff :  # ADD ESP,0C # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10472602 :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047a604 :  # ADD ESP,10 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a607 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048460d :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10472616 :  # ADD ESP,0C # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10472619 :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10473106 :  # MOV EAX,DWORD PTR DS:[ECX] # MOV DWORD PTR DS:[ESI],EAX # MOV EAX,DWORD PTR DS:[ECX+4] # MOV DWORD PTR DS:[ESI+4],EAX # MOV EAX,ESI # POP ESI # POP EBP # RETN 0x04    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047462a :  # DEC ESI # ADD AL,0FF # MOV DWORD PTR DS:[ESI],EAX # XOR EAX,EAX # INC EAX # POP ESI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
